loan_amnt,purpose,zip_code,State,emp_length,label
18000,credit_card,882xx,NM,2 years,1
24975,debt_consolidation,109xx,NY,10+ years,1
10000,home_improvement,923xx,CA,10+ years,1
10000,credit_card,145xx,NY,3 years,1
7200,credit_card,875xx,NM,10+ years,1
12025,debt_consolidation,206xx,MD,10+ years,1
8000,credit_card,774xx,TX,8 years,1
1500,other,292xx,SC,unknown,1
20000,credit_card,113xx,NY,10+ years,1
16000,credit_card,554xx,MN,2 years,1
4000,vacation,750xx,TX,10+ years,1
9000,debt_consolidation,902xx,CA,8 years,1
20000,house,180xx,PA,8 years,1
12000,debt_consolidation,134xx,NY,10+ years,1
4800,major_purchase,851xx,AZ,6 years,1
35000,credit_card,777xx,TX,10+ years,1
28000,debt_consolidation,640xx,MO,10+ years,1
7200,major_purchase,180xx,PA,10+ years,1
12000,debt_consolidation,723xx,AR,10+ years,1
26025,debt_consolidation,330xx,FL,10+ years,1
35000,debt_consolidation,662xx,KS,1 year,1
5000,credit_card,928xx,CA,5 years,1
25000,debt_consolidation,132xx,NY,10+ years,1
35000,debt_consolidation,207xx,MD,3 years,1
18000,credit_card,959xx,CA,10+ years,1
7500,credit_card,660xx,KS,10+ years,1
24000,debt_consolidation,117xx,NY,2 years,1
8000,debt_consolidation,853xx,AZ,< 1 year,1
12800,debt_consolidation,657xx,MO,2 years,1
8000,credit_card,562xx,MN,2 years,1
12800,credit_card,032xx,NH,< 1 year,1
28000,other,770xx,TX,10+ years,1
5750,credit_card,380xx,TN,10+ years,1
26900,debt_consolidation,105xx,NY,1 year,1
25000,credit_card,440xx,OH,1 year,1
16000,home_improvement,920xx,CA,4 years,1
20000,credit_card,294xx,SC,5 years,1
27000,home_improvement,432xx,OH,10+ years,1
9000,credit_card,112xx,NY,7 years,1
28000,other,935xx,CA,2 years,1
24000,major_purchase,727xx,AR,4 years,1
12000,credit_card,828xx,WY,4 years,1
3000,moving,926xx,CA,< 1 year,1
14000,small_business,840xx,UT,< 1 year,1
3000,debt_consolidation,115xx,NY,< 1 year,1
29800,house,922xx,CA,10+ years,1
2250,debt_consolidation,967xx,HI,unknown,1
6000,credit_card,234xx,VA,1 year,1
12000,debt_consolidation,391xx,MS,1 year,1
25875,credit_card,209xx,MD,7 years,1
3600,debt_consolidation,853xx,AZ,2 years,1
18000,debt_consolidation,336xx,FL,9 years,1
30000,debt_consolidation,768xx,TX,10+ years,1
5500,debt_consolidation,923xx,CA,10+ years,1
21000,debt_consolidation,226xx,VA,10+ years,1
8000,debt_consolidation,953xx,CA,10+ years,1
22450,debt_consolidation,322xx,FL,10+ years,1
18850,credit_card,871xx,NM,< 1 year,1
20000,moving,802xx,CO,10+ years,1
11400,debt_consolidation,100xx,NY,< 1 year,1
12000,debt_consolidation,923xx,CA,6 years,1
15000,debt_consolidation,464xx,IN,< 1 year,1
20000,debt_consolidation,120xx,NY,5 years,1
6000,debt_consolidation,347xx,FL,8 years,1
24000,debt_consolidation,187xx,PA,1 year,1
16900,debt_consolidation,104xx,NY,< 1 year,1
34000,debt_consolidation,389xx,MS,5 years,1
24000,debt_consolidation,371xx,TN,< 1 year,1
14000,debt_consolidation,617xx,IL,< 1 year,1
24000,credit_card,049xx,ME,10+ years,1
27575,debt_consolidation,324xx,FL,4 years,1
14150,debt_consolidation,605xx,IL,< 1 year,1
2000,vacation,483xx,MI,7 years,1
1000,other,301xx,GA,10+ years,1
13000,credit_card,678xx,KS,2 years,1
20000,home_improvement,423xx,KY,10+ years,1
10000,credit_card,067xx,CT,unknown,1
15000,debt_consolidation,932xx,CA,< 1 year,1
3600,home_improvement,990xx,WA,10+ years,1
4325,debt_consolidation,770xx,TX,unknown,1
16000,home_improvement,864xx,AZ,10+ years,1
25225,debt_consolidation,070xx,NJ,< 1 year,1
8000,credit_card,752xx,TX,3 years,1
6000,debt_consolidation,770xx,TX,unknown,1
12000,debt_consolidation,080xx,NJ,10+ years,1
25000,debt_consolidation,601xx,IL,10+ years,1
24000,credit_card,380xx,TN,< 1 year,1
8000,debt_consolidation,748xx,OK,7 years,1
35000,debt_consolidation,973xx,OR,10+ years,1
30000,debt_consolidation,078xx,NJ,10+ years,1
22500,debt_consolidation,750xx,TX,< 1 year,1
25000,debt_consolidation,210xx,MD,9 years,1
10000,debt_consolidation,926xx,CA,10+ years,1
20000,debt_consolidation,949xx,CA,10+ years,1
18000,debt_consolidation,752xx,TX,4 years,1
13600,debt_consolidation,730xx,OK,3 years,1
3000,debt_consolidation,968xx,HI,8 years,1
12000,debt_consolidation,917xx,CA,3 years,1
8000,credit_card,920xx,CA,8 years,1
7000,debt_consolidation,100xx,NY,4 years,1
10000,major_purchase,082xx,NJ,10+ years,1
20000,debt_consolidation,236xx,VA,10+ years,1
10000,credit_card,370xx,TN,2 years,1
9000,major_purchase,532xx,WI,< 1 year,1
6000,car,145xx,NY,unknown,1
35000,debt_consolidation,100xx,NY,3 years,1
20000,house,146xx,NY,10+ years,1
14000,debt_consolidation,070xx,NJ,10+ years,1
15000,debt_consolidation,472xx,IN,10+ years,1
30000,major_purchase,717xx,LA,9 years,1
8000,debt_consolidation,750xx,TX,10+ years,1
6025,debt_consolidation,023xx,MA,3 years,1
5500,credit_card,936xx,CA,1 year,1
10000,home_improvement,300xx,GA,10+ years,1
17500,other,282xx,NC,< 1 year,1
9825,debt_consolidation,841xx,UT,unknown,1
10000,debt_consolidation,917xx,CA,3 years,1
17500,credit_card,440xx,OH,1 year,1
7500,debt_consolidation,372xx,TN,6 years,1
13500,debt_consolidation,972xx,OR,10+ years,1
7000,small_business,945xx,CA,< 1 year,1
19900,credit_card,080xx,NJ,3 years,1
9000,credit_card,890xx,NV,2 years,1
14400,credit_card,553xx,MN,10+ years,1
11350,credit_card,324xx,FL,< 1 year,1
4000,debt_consolidation,687xx,NE,< 1 year,1
10000,home_improvement,860xx,AZ,unknown,1
16000,debt_consolidation,380xx,TN,1 year,1
6000,credit_card,761xx,TX,3 years,1
24000,debt_consolidation,778xx,TX,10+ years,1
18000,debt_consolidation,935xx,CA,1 year,1
8000,credit_card,331xx,FL,4 years,1
4000,other,785xx,TX,8 years,1
3000,debt_consolidation,551xx,MN,unknown,1
11200,home_improvement,150xx,PA,10+ years,1
15000,debt_consolidation,152xx,PA,10+ years,1
21600,debt_consolidation,441xx,OH,10+ years,1
16000,credit_card,750xx,TX,10+ years,1
21000,debt_consolidation,956xx,CA,< 1 year,1
10000,debt_consolidation,112xx,NY,7 years,1
20000,debt_consolidation,661xx,KS,3 years,1
3000,other,153xx,PA,10+ years,1
35000,medical,945xx,CA,10+ years,1
14400,debt_consolidation,028xx,RI,10+ years,1
27300,debt_consolidation,957xx,CA,10+ years,1
9600,debt_consolidation,211xx,MD,4 years,1
28000,debt_consolidation,786xx,TX,2 years,1
18000,major_purchase,273xx,NC,3 years,1
20000,debt_consolidation,300xx,GA,unknown,1
20000,debt_consolidation,024xx,MA,4 years,1
21350,credit_card,890xx,NV,9 years,1
10000,debt_consolidation,322xx,FL,2 years,1
35000,credit_card,961xx,CA,6 years,1
15000,debt_consolidation,331xx,FL,7 years,1
29000,debt_consolidation,605xx,IL,10+ years,1
8400,debt_consolidation,906xx,CA,10+ years,1
10500,debt_consolidation,339xx,FL,< 1 year,1
3450,debt_consolidation,300xx,GA,10+ years,1
4200,debt_consolidation,038xx,NH,10+ years,1
20000,debt_consolidation,952xx,CA,2 years,1
12000,debt_consolidation,670xx,KS,10+ years,1
16000,debt_consolidation,925xx,CA,10+ years,1
28000,house,150xx,PA,10+ years,1
1050,other,100xx,NY,10+ years,1
19500,credit_card,215xx,MD,10+ years,1
32675,debt_consolidation,750xx,TX,9 years,1
10000,credit_card,021xx,MA,3 years,1
14000,debt_consolidation,953xx,CA,10+ years,1
2500,other,100xx,NY,6 years,1
5000,debt_consolidation,970xx,OR,4 years,1
6200,home_improvement,346xx,FL,unknown,1
20000,debt_consolidation,441xx,OH,10+ years,1
15000,debt_consolidation,765xx,TX,10+ years,1
10000,credit_card,968xx,HI,< 1 year,1
25000,credit_card,148xx,NY,10+ years,1
4500,credit_card,212xx,MD,3 years,1
10500,debt_consolidation,480xx,MI,10+ years,1
15000,debt_consolidation,800xx,CO,3 years,1
6000,credit_card,080xx,NJ,10+ years,1
16000,debt_consolidation,223xx,VA,10+ years,1
3850,debt_consolidation,060xx,CT,7 years,1
14000,credit_card,535xx,WI,3 years,1
35000,debt_consolidation,180xx,PA,2 years,1
24000,debt_consolidation,531xx,WI,5 years,1
9600,credit_card,775xx,TX,2 years,1
6000,credit_card,850xx,AZ,< 1 year,1
18000,credit_card,276xx,NC,< 1 year,1
25000,debt_consolidation,452xx,OH,1 year,1
8075,credit_card,122xx,NY,10+ years,1
3000,home_improvement,712xx,LA,10+ years,1
18525,credit_card,787xx,TX,1 year,1
18000,debt_consolidation,995xx,AK,6 years,1
6000,debt_consolidation,433xx,OH,9 years,1
25000,debt_consolidation,799xx,TX,10+ years,1
13000,debt_consolidation,982xx,WA,unknown,1
20000,small_business,957xx,CA,5 years,1
16000,vacation,941xx,CA,6 years,1
14000,credit_card,410xx,KY,10+ years,1
16000,credit_card,805xx,CO,10+ years,1
15000,credit_card,107xx,NY,3 years,1
12000,debt_consolidation,391xx,MS,2 years,1
25000,debt_consolidation,926xx,CA,5 years,1
2000,debt_consolidation,346xx,FL,10+ years,1
15000,debt_consolidation,741xx,OK,3 years,1
28000,credit_card,553xx,MN,10+ years,1
20000,home_improvement,104xx,NY,10+ years,1
35000,debt_consolidation,852xx,AZ,3 years,1
13500,credit_card,532xx,WI,3 years,1
11000,debt_consolidation,716xx,AR,6 years,1
13000,small_business,330xx,FL,2 years,1
12000,debt_consolidation,829xx,WY,9 years,1
11200,credit_card,774xx,TX,2 years,1
24000,other,787xx,TX,4 years,1
12000,debt_consolidation,113xx,NY,1 year,1
28000,debt_consolidation,358xx,AL,2 years,1
7000,medical,840xx,UT,10+ years,1
29500,credit_card,220xx,VA,3 years,1
14950,debt_consolidation,917xx,CA,8 years,1
25000,credit_card,957xx,CA,10+ years,1
6500,credit_card,750xx,TX,7 years,1
10000,credit_card,365xx,AL,1 year,1
35000,debt_consolidation,427xx,KY,10+ years,1
27900,debt_consolidation,787xx,TX,1 year,1
7500,debt_consolidation,900xx,CA,2 years,1
35000,home_improvement,023xx,MA,3 years,1
12000,credit_card,600xx,IL,3 years,1
10000,other,100xx,NY,7 years,1
20000,debt_consolidation,439xx,OH,10+ years,1
35000,credit_card,346xx,FL,10+ years,1
10000,credit_card,334xx,FL,unknown,1
5000,debt_consolidation,604xx,IL,10+ years,1
5000,debt_consolidation,784xx,TX,8 years,1
11000,credit_card,950xx,CA,5 years,1
12000,home_improvement,339xx,FL,7 years,1
15000,credit_card,064xx,CT,3 years,1
6400,major_purchase,752xx,TX,6 years,1
35000,debt_consolidation,983xx,WA,3 years,1
14000,debt_consolidation,295xx,SC,1 year,1
12000,debt_consolidation,681xx,NE,unknown,1
30000,credit_card,752xx,TX,< 1 year,1
17150,debt_consolidation,344xx,FL,6 years,1
35000,debt_consolidation,128xx,NY,3 years,1
20000,debt_consolidation,660xx,KS,2 years,1
1000,other,665xx,KS,10+ years,1
12000,home_improvement,239xx,VA,3 years,1
24150,debt_consolidation,080xx,NJ,10+ years,1
11800,debt_consolidation,276xx,NC,5 years,1
10900,credit_card,778xx,TX,unknown,1
14000,credit_card,852xx,AZ,6 years,1
28050,car,320xx,FL,5 years,1
12000,debt_consolidation,301xx,GA,< 1 year,1
20000,debt_consolidation,060xx,CT,3 years,1
32000,debt_consolidation,786xx,TX,< 1 year,1
24450,credit_card,291xx,SC,10+ years,1
15000,debt_consolidation,601xx,IL,3 years,1
8500,debt_consolidation,953xx,CA,2 years,1
28000,home_improvement,337xx,FL,9 years,1
19000,credit_card,100xx,NY,< 1 year,1
10000,credit_card,640xx,MO,2 years,1
26500,debt_consolidation,751xx,TX,10+ years,1
28000,credit_card,618xx,IL,10+ years,1
16550,debt_consolidation,327xx,FL,10+ years,1
18000,debt_consolidation,190xx,PA,2 years,1
9000,debt_consolidation,221xx,VA,1 year,1
33600,debt_consolidation,302xx,GA,10+ years,1
15000,debt_consolidation,741xx,OK,9 years,1
13000,credit_card,430xx,OH,10+ years,1
8000,debt_consolidation,483xx,MI,10+ years,1
4600,credit_card,302xx,GA,2 years,1
8400,debt_consolidation,805xx,CO,3 years,1
35000,credit_card,089xx,NJ,9 years,1
14000,major_purchase,249xx,WV,3 years,1
9600,credit_card,300xx,GA,2 years,1
12000,major_purchase,980xx,WA,10+ years,1
30000,credit_card,941xx,CA,< 1 year,1
10000,debt_consolidation,980xx,WA,10+ years,1
35000,small_business,981xx,WA,10+ years,1
9050,debt_consolidation,360xx,AL,10+ years,1
14400,debt_consolidation,302xx,GA,10+ years,1
5600,debt_consolidation,970xx,OR,1 year,1
6000,credit_card,606xx,IL,1 year,1
8000,moving,322xx,FL,< 1 year,1
5000,debt_consolidation,890xx,NV,10+ years,1
4200,debt_consolidation,389xx,MS,2 years,1
8000,debt_consolidation,088xx,NJ,4 years,1
8500,debt_consolidation,840xx,UT,10+ years,1
29000,debt_consolidation,853xx,AZ,10+ years,1
7225,debt_consolidation,018xx,MA,2 years,1
17600,debt_consolidation,967xx,HI,10+ years,1
3000,debt_consolidation,932xx,CA,< 1 year,1
7800,debt_consolidation,458xx,OH,1 year,1
24000,home_improvement,300xx,GA,9 years,1
28000,debt_consolidation,968xx,HI,10+ years,1
28800,credit_card,707xx,LA,10+ years,1
35000,debt_consolidation,581xx,ND,10+ years,1
7000,debt_consolidation,588xx,ND,6 years,1
16800,credit_card,782xx,TX,10+ years,1
25000,debt_consolidation,645xx,MO,10+ years,1
16000,debt_consolidation,959xx,CA,6 years,1
6000,credit_card,600xx,IL,10+ years,1
21000,debt_consolidation,070xx,NJ,< 1 year,1
8300,debt_consolidation,331xx,FL,10+ years,1
24000,other,335xx,FL,6 years,1
8000,medical,770xx,TX,5 years,1
14000,credit_card,480xx,MI,3 years,1
14075,debt_consolidation,921xx,CA,< 1 year,1
7600,debt_consolidation,334xx,FL,5 years,1
23050,debt_consolidation,799xx,TX,10+ years,1
24000,small_business,981xx,WA,1 year,1
7000,credit_card,770xx,TX,< 1 year,1
21000,debt_consolidation,456xx,OH,10+ years,1
14400,home_improvement,937xx,CA,10+ years,1
20000,credit_card,212xx,MD,9 years,1
16000,major_purchase,339xx,FL,8 years,1
15600,debt_consolidation,941xx,CA,< 1 year,1
15675,debt_consolidation,313xx,GA,unknown,1
17000,credit_card,776xx,TX,5 years,1
26350,other,945xx,CA,10+ years,1
6000,debt_consolidation,300xx,GA,10+ years,1
7000,home_improvement,337xx,FL,10+ years,1
20000,credit_card,178xx,PA,4 years,1
16825,debt_consolidation,160xx,PA,6 years,1
24475,debt_consolidation,752xx,TX,9 years,1
28000,home_improvement,322xx,FL,7 years,1
20000,home_improvement,917xx,CA,10+ years,1
34200,debt_consolidation,540xx,WI,9 years,1
25000,debt_consolidation,451xx,OH,7 years,1
34425,debt_consolidation,085xx,NJ,4 years,1
10000,debt_consolidation,875xx,NM,10+ years,1
10200,debt_consolidation,635xx,MO,unknown,1
3500,debt_consolidation,903xx,CA,10+ years,1
20375,debt_consolidation,215xx,MD,10+ years,1
25000,debt_consolidation,945xx,CA,8 years,1
12000,debt_consolidation,379xx,TN,5 years,1
16000,debt_consolidation,064xx,CT,2 years,1
19400,debt_consolidation,440xx,OH,7 years,1
21000,home_improvement,927xx,CA,10+ years,1
30000,credit_card,160xx,PA,7 years,1
1800,home_improvement,922xx,CA,10+ years,1
21000,debt_consolidation,706xx,LA,5 years,1
14000,debt_consolidation,750xx,TX,3 years,1
9600,home_improvement,381xx,TN,10+ years,1
11425,home_improvement,207xx,MD,6 years,1
11850,debt_consolidation,221xx,VA,6 years,1
15000,debt_consolidation,432xx,OH,4 years,1
13000,debt_consolidation,951xx,CA,3 years,1
35000,debt_consolidation,172xx,PA,7 years,1
35000,debt_consolidation,061xx,CT,10+ years,1
24000,debt_consolidation,125xx,NY,2 years,1
4675,debt_consolidation,395xx,MS,9 years,1
28000,debt_consolidation,931xx,CA,< 1 year,1
17500,debt_consolidation,857xx,AZ,1 year,1
20000,debt_consolidation,293xx,SC,6 years,1
6500,other,113xx,NY,6 years,1
15600,debt_consolidation,550xx,MN,1 year,1
5000,major_purchase,921xx,CA,6 years,1
8075,major_purchase,970xx,OR,5 years,1
24000,debt_consolidation,940xx,CA,3 years,1
9000,debt_consolidation,545xx,WI,6 years,1
19000,debt_consolidation,864xx,AZ,3 years,1
6150,debt_consolidation,707xx,LA,5 years,1
8400,other,223xx,VA,2 years,1
6400,debt_consolidation,300xx,GA,2 years,1
21900,debt_consolidation,337xx,FL,unknown,1
10000,debt_consolidation,445xx,OH,9 years,1
5000,medical,787xx,TX,6 years,1
12200,debt_consolidation,750xx,TX,3 years,1
3000,debt_consolidation,775xx,TX,10+ years,1
24000,credit_card,333xx,FL,4 years,1
25000,debt_consolidation,492xx,MI,10+ years,1
8400,credit_card,105xx,NY,3 years,1
20000,debt_consolidation,662xx,KS,6 years,1
10000,debt_consolidation,855xx,AZ,5 years,1
20000,credit_card,773xx,TX,6 years,1
12000,debt_consolidation,985xx,WA,10+ years,1
8000,debt_consolidation,234xx,VA,1 year,1
10000,credit_card,207xx,MD,5 years,1
13800,debt_consolidation,331xx,FL,2 years,1
12000,debt_consolidation,951xx,CA,8 years,1
14400,home_improvement,274xx,NC,10+ years,1
25000,debt_consolidation,392xx,MS,< 1 year,1
35000,debt_consolidation,068xx,CT,10+ years,1
10000,debt_consolidation,123xx,NY,3 years,1
10000,debt_consolidation,630xx,MO,unknown,1
18500,debt_consolidation,220xx,VA,1 year,1
22400,credit_card,972xx,OR,2 years,1
23000,debt_consolidation,891xx,NV,4 years,1
15775,credit_card,900xx,CA,10+ years,1
30000,credit_card,201xx,VA,< 1 year,1
15000,debt_consolidation,209xx,MD,10+ years,1
20000,credit_card,495xx,MI,< 1 year,1
10000,debt_consolidation,151xx,PA,3 years,1
17500,debt_consolidation,591xx,MT,8 years,1
35000,debt_consolidation,454xx,OH,10+ years,1
5000,other,992xx,WA,unknown,1
1900,major_purchase,180xx,PA,unknown,1
20000,debt_consolidation,967xx,HI,9 years,1
22575,debt_consolidation,949xx,CA,10+ years,1
30000,debt_consolidation,482xx,MI,10+ years,1
13000,debt_consolidation,949xx,CA,10+ years,1
12000,debt_consolidation,284xx,NC,10+ years,1
7400,debt_consolidation,112xx,NY,< 1 year,1
35000,debt_consolidation,060xx,CT,1 year,1
13000,credit_card,275xx,NC,1 year,1
30400,other,977xx,OR,< 1 year,1
9600,debt_consolidation,297xx,SC,3 years,1
16800,debt_consolidation,673xx,KS,3 years,1
11950,debt_consolidation,352xx,AL,4 years,1
10000,debt_consolidation,023xx,MA,5 years,1
4000,debt_consolidation,112xx,NY,< 1 year,1
20500,debt_consolidation,787xx,TX,8 years,1
8000,debt_consolidation,471xx,IN,unknown,1
12000,credit_card,951xx,CA,< 1 year,1
14450,debt_consolidation,983xx,WA,< 1 year,1
15000,credit_card,060xx,CT,10+ years,1
15000,debt_consolidation,021xx,MA,< 1 year,1
3600,credit_card,761xx,TX,4 years,1
6000,credit_card,551xx,MN,10+ years,1
16000,credit_card,030xx,NH,10+ years,1
7200,debt_consolidation,303xx,GA,5 years,1
18000,debt_consolidation,923xx,CA,2 years,1
6000,debt_consolidation,138xx,NY,3 years,1
3000,credit_card,232xx,VA,unknown,1
10000,other,024xx,MA,unknown,1
4500,debt_consolidation,946xx,CA,6 years,1
5000,credit_card,928xx,CA,7 years,1
30000,debt_consolidation,553xx,MN,< 1 year,1
8000,major_purchase,335xx,FL,10+ years,1
10000,major_purchase,729xx,AR,< 1 year,1
7925,debt_consolidation,322xx,FL,4 years,1
13600,debt_consolidation,103xx,NY,7 years,1
10000,credit_card,950xx,CA,3 years,1
8000,credit_card,349xx,FL,4 years,1
15625,debt_consolidation,320xx,FL,10+ years,1
9000,credit_card,083xx,NJ,10+ years,1
21000,debt_consolidation,601xx,IL,6 years,1
28000,debt_consolidation,334xx,FL,10+ years,1
12975,debt_consolidation,606xx,IL,8 years,1
9550,debt_consolidation,796xx,TX,5 years,1
30000,credit_card,231xx,VA,9 years,1
12000,credit_card,234xx,VA,< 1 year,1
21000,debt_consolidation,334xx,FL,8 years,1
18900,debt_consolidation,935xx,CA,7 years,1
18000,credit_card,336xx,FL,8 years,1
12600,debt_consolidation,989xx,WA,unknown,1
28000,debt_consolidation,207xx,MD,5 years,1
6000,credit_card,104xx,NY,10+ years,1
10000,debt_consolidation,928xx,CA,10+ years,1
3000,home_improvement,301xx,GA,5 years,1
16000,credit_card,078xx,NJ,5 years,1
19800,debt_consolidation,223xx,VA,1 year,1
12000,debt_consolidation,995xx,AK,4 years,1
10000,debt_consolidation,900xx,CA,10+ years,1
5000,debt_consolidation,548xx,WI,4 years,1
13000,credit_card,225xx,VA,7 years,1
24000,debt_consolidation,023xx,MA,< 1 year,1
29425,debt_consolidation,077xx,NJ,10+ years,1
26400,major_purchase,206xx,MD,4 years,1
2500,other,335xx,FL,< 1 year,1
22000,debt_consolidation,104xx,NY,< 1 year,1
20000,other,070xx,NJ,8 years,1
20000,debt_consolidation,851xx,AZ,10+ years,1
10800,debt_consolidation,236xx,VA,4 years,1
20000,credit_card,774xx,TX,10+ years,1
16000,debt_consolidation,895xx,NV,10+ years,1
9600,debt_consolidation,180xx,PA,10+ years,1
12000,credit_card,750xx,TX,10+ years,1
16000,credit_card,750xx,TX,1 year,1
9000,debt_consolidation,100xx,NY,< 1 year,1
10000,credit_card,301xx,GA,4 years,1
5000,moving,425xx,KY,< 1 year,1
15000,debt_consolidation,956xx,CA,4 years,1
19200,debt_consolidation,282xx,NC,10+ years,1
24000,credit_card,225xx,VA,5 years,1
19800,debt_consolidation,982xx,WA,7 years,1
26000,debt_consolidation,530xx,WI,9 years,1
5400,credit_card,238xx,VA,10+ years,1
21000,home_improvement,208xx,MD,10+ years,1
30000,debt_consolidation,257xx,WV,10+ years,1
9600,debt_consolidation,070xx,NJ,10+ years,1
20000,debt_consolidation,970xx,OR,10+ years,1
12000,other,731xx,OK,4 years,1
15000,debt_consolidation,850xx,AZ,< 1 year,1
16000,credit_card,105xx,NY,9 years,1
20000,debt_consolidation,152xx,PA,10+ years,1
16000,home_improvement,301xx,GA,10+ years,1
9000,credit_card,020xx,MA,10+ years,1
21000,debt_consolidation,065xx,CT,2 years,1
3175,debt_consolidation,104xx,NY,5 years,1
10000,debt_consolidation,323xx,FL,4 years,1
11900,debt_consolidation,785xx,TX,10+ years,1
28000,debt_consolidation,072xx,NJ,4 years,1
5000,credit_card,356xx,AL,8 years,1
6025,debt_consolidation,017xx,MA,8 years,1
4200,debt_consolidation,648xx,MO,5 years,1
18000,debt_consolidation,076xx,NJ,7 years,1
18000,debt_consolidation,908xx,CA,3 years,1
15000,credit_card,687xx,NE,10+ years,1
15950,debt_consolidation,809xx,CO,10+ years,1
8500,debt_consolidation,146xx,NY,8 years,1
24000,debt_consolidation,020xx,MA,10+ years,1
9600,medical,752xx,TX,< 1 year,1
6150,debt_consolidation,365xx,AL,unknown,1
8000,debt_consolidation,100xx,NY,10+ years,1
18000,debt_consolidation,019xx,MA,6 years,1
6000,home_improvement,302xx,GA,4 years,1
7000,other,212xx,MD,unknown,1
28000,credit_card,773xx,TX,2 years,1
6000,debt_consolidation,111xx,NY,6 years,1
25000,debt_consolidation,460xx,IN,3 years,1
16000,debt_consolidation,939xx,CA,3 years,1
24000,debt_consolidation,458xx,OH,1 year,1
5000,credit_card,629xx,IL,3 years,1
12000,debt_consolidation,618xx,IL,3 years,1
15000,credit_card,191xx,PA,7 years,1
15000,debt_consolidation,019xx,MA,3 years,1
6000,other,411xx,KY,10+ years,1
6000,other,065xx,CT,unknown,1
20000,debt_consolidation,633xx,MO,2 years,1
10000,debt_consolidation,787xx,TX,< 1 year,1
19200,debt_consolidation,740xx,OK,10+ years,1
24050,debt_consolidation,302xx,GA,10+ years,1
16800,credit_card,606xx,IL,9 years,1
20000,debt_consolidation,922xx,CA,4 years,1
3500,debt_consolidation,481xx,MI,10+ years,1
15000,debt_consolidation,207xx,MD,10+ years,1
16500,debt_consolidation,957xx,CA,< 1 year,1
7800,credit_card,283xx,NC,5 years,1
16000,credit_card,460xx,IN,10+ years,1
15000,credit_card,532xx,WI,10+ years,1
35000,home_improvement,294xx,SC,1 year,1
11675,debt_consolidation,925xx,CA,10+ years,1
7000,credit_card,449xx,OH,unknown,1
15000,debt_consolidation,915xx,CA,9 years,1
25000,credit_card,770xx,TX,1 year,1
14400,debt_consolidation,800xx,CO,7 years,1
10800,credit_card,063xx,CT,< 1 year,1
7025,debt_consolidation,337xx,FL,10+ years,1
15500,other,894xx,NV,4 years,1
10800,debt_consolidation,313xx,GA,10+ years,1
10125,credit_card,934xx,CA,3 years,1
16800,credit_card,300xx,GA,10+ years,1
9000,debt_consolidation,300xx,GA,2 years,1
3600,credit_card,303xx,GA,10+ years,1
9600,credit_card,891xx,NV,4 years,1
7500,debt_consolidation,106xx,NY,< 1 year,1
15000,credit_card,851xx,AZ,2 years,1
15000,debt_consolidation,120xx,NY,3 years,1
23025,credit_card,028xx,RI,5 years,1
6000,debt_consolidation,402xx,KY,10+ years,1
18000,credit_card,042xx,ME,10+ years,1
12000,debt_consolidation,675xx,KS,10+ years,1
16000,debt_consolidation,840xx,UT,10+ years,1
18000,major_purchase,275xx,NC,10+ years,1
15000,debt_consolidation,939xx,CA,10+ years,1
10000,debt_consolidation,775xx,TX,10+ years,1
1750,credit_card,151xx,PA,10+ years,1
2800,debt_consolidation,921xx,CA,2 years,1
25000,debt_consolidation,761xx,TX,< 1 year,1
16500,credit_card,069xx,CT,5 years,1
8000,other,461xx,IN,8 years,1
10000,debt_consolidation,490xx,MI,10+ years,1
28000,debt_consolidation,704xx,LA,10+ years,1
24000,credit_card,301xx,GA,unknown,1
2500,other,331xx,FL,2 years,1
13000,debt_consolidation,585xx,ND,6 years,1
31200,debt_consolidation,234xx,VA,9 years,1
2000,small_business,134xx,NY,< 1 year,1
35000,debt_consolidation,775xx,TX,10+ years,1
18000,credit_card,337xx,FL,2 years,1
14400,debt_consolidation,701xx,LA,unknown,1
7150,debt_consolidation,287xx,NC,unknown,1
2000,credit_card,601xx,IL,10+ years,1
15000,home_improvement,320xx,FL,8 years,1
17000,debt_consolidation,300xx,GA,8 years,1
9375,debt_consolidation,925xx,CA,9 years,1
20475,home_improvement,282xx,NC,8 years,1
10000,debt_consolidation,113xx,NY,10+ years,1
26400,debt_consolidation,773xx,TX,3 years,1
16000,debt_consolidation,010xx,MA,3 years,1
25000,credit_card,334xx,FL,10+ years,1
2800,other,303xx,GA,7 years,1
9825,credit_card,983xx,WA,9 years,1
14225,debt_consolidation,301xx,GA,10+ years,1
4000,debt_consolidation,609xx,IL,6 years,1
8450,debt_consolidation,130xx,NY,6 years,1
30000,debt_consolidation,881xx,NM,10+ years,1
20000,credit_card,349xx,FL,3 years,1
27000,debt_consolidation,791xx,TX,10+ years,1
14000,debt_consolidation,321xx,FL,2 years,1
15625,house,443xx,OH,< 1 year,1
6475,debt_consolidation,891xx,NV,< 1 year,1
35000,debt_consolidation,920xx,CA,5 years,1
14400,debt_consolidation,275xx,NC,10+ years,1
25000,debt_consolidation,433xx,OH,10+ years,1
3500,home_improvement,922xx,CA,10+ years,1
20000,credit_card,956xx,CA,10+ years,1
26400,credit_card,853xx,AZ,2 years,1
16000,debt_consolidation,708xx,LA,2 years,1
14400,credit_card,328xx,DC,< 1 year,1
24000,credit_card,389xx,MS,10+ years,1
9000,debt_consolidation,331xx,FL,10+ years,1
